Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep,SleepQ,Exercise(mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
2024-03-24,9713,46.0,Female,20.88,3.36,6.48,10.0,12.0,46.0,102.0,10.657903532489826,6,5,10
2024-12-13,2612,29.0,Female,20.93,6.18,9.25,7.0,57.0,253.0,179.0,6.905060722075698,3,1,3
2024-03-15,1328,31.0,Other,20.63,1.49,4.86,3.0,35.0,219.0,171.0,5.275122125991369,5,7,7
2024-03-26,9722,18.0,Other,22.28,4.33,6.05,2.0,4.0,92.0,96.0,4.855358915038571,10,5,2
2024-12-06,5409,32.0,Male,22.18,5.35,7.17,10.0,32.0,167.0,14.0,7.21725105475174,7,2,1
2024-06-20,2295,39.0,Female,21.77,5.98,8.21,,57.0,61.0,84.0,7.243231686807393,3,9,5
2024-01-18,4897,41.0,Other,21.05,3.33,6.28,8.0,73.0,65.0,167.0,5.797285600840572,2,1,6
2024-08-24,7804,27.0,Other,20.18,0.78,4.6,7.0,23.0,117.0,33.0,7.921775797229927,9,5,2
2024-02-20,1633,56.0,Female,23.8,6.64,6.84,5.0,27.0,106.0,26.0,11.861505916730604,1,5,6
2024-10-08,9824,41.0,Other,23.33,5.23,5.89,3.0,47.0,120.0,12.0,7.0965385071303455,3,3,6
2024-12-02,6095,36.0,Male,21.23,3.21,5.97,7.0,73.0,66.0,2.0,11.346065343530451,10,3,8
2024-06-26,2954,41.0,Male,23.15,4.12,4.97,7.0,5.0,193.0,148.0,7.330795990371453,3,1,7
2024-08-08,7196,54.0,Other,20.12,5.39,9.27,10.0,78.0,116.0,23.0,8.501510046325835,10,5,7
2024-11-17,2059,20.0,Male,23.35,4.44,5.09,10.0,44.0,43.0,90.0,8.63133226074174,6,3,3
2024-03-23,6452,43.0,Female,20.58,3.98,7.4,7.0,19.0,49.0,94.0,8.066493554213556,1,4,9
2024-10-02,9204,20.0,,21.28,3.85,6.56,3.0,0.0,89.0,151.0,11.737705654466149,3,2,5
2024-01-03,3738,57.0,Other,22.0,6.55,8.55,1.0,6.0,115.0,51.0,9.37513612509098,6,1,10
2024-05-31,5668,,Female,20.27,2.06,5.79,8.0,57.0,177.0,100.0,4.139444364016367,3,4,7
2024-12-21,6912,28.0,Female,20.47,3.56,7.09,5.0,71.0,109.0,121.0,6.694552887739655,8,9,10
2024-09-18,8311,53.0,Other,22.72,4.78,6.07,5.0,5.0,274.0,17.0,9.812686126611627,5,9,3
2024-05-05,6291,48.0,Male,20.25,4.05,7.8,6.0,77.0,204.0,104.0,11.462232997501877,5,2,4
2024-05-09,6346,20.0,Female,23.3,5.01,5.71,1.0,16.0,271.0,8.0,8.604161735728992,9,7,9
2024-05-19,8720,32.0,Female,22.17,6.77,8.6,6.0,52.0,71.0,112.0,6.710409359416904,9,5,8
2024-05-26,5422,48.0,Female,23.22,8.69,9.48,5.0,80.0,108.0,120.0,8.338871603938571,4,9,4
2024-01-27,8111,49.0,Male,20.93,2.7,5.76,2.0,31.0,44.0,8.0,8.112246555806955,6,1,9
2024-09-17,9254,52.0,Male,21.13,2.63,5.5,4.0,77.0,216.0,24.0,10.317388910342046,7,7,10
2024-05-20,3755,53.0,Female,21.12,2.03,4.92,10.0,36.0,214.0,70.0,8.768241287598409,3,10,4
2024-12-27,2251,32.0,Male,21.33,5.23,7.89,3.0,28.0,115.0,178.0,7.80563262551245,9,1,2
2024-02-25,2126,45.0,Male,20.68,5.77,9.08,4.0,12.0,85.0,63.0,10.488122999456554,3,10,4
2024-04-15,1500,29.0,Male,20.27,1.19,4.92,7.0,56.0,219.0,70.0,11.231840072446726,10,5,7
2024-02-15,8758,55.0,Male,21.02,4.32,7.3,7.0,69.0,261.0,125.0,9.82708948880586,5,5,8
2024-08-18,4404,30.0,Other,23.95,7.03,7.08,3.0,37.0,287.0,24.0,7.34699764086278,1,8,2
2024-06-06,9656,57.0,Female,21.35,6.53,9.18,8.0,50.0,79.0,140.0,11.130261318622004,4,7,7
2024-10-30,1333,35.0,Other,23.28,7.43,8.15,10.0,8.0,281.0,27.0,10.897677126025911,4,9,3
2024-03-16,3292,49.0,Female,22.95,8.0,9.05,4.0,15.0,83.0,55.0,4.146707112085199,6,8,3
2024-06-06,3745,51.0,Female,21.72,3.28,5.56,2.0,47.0,159.0,112.0,8.83952650558204,9,10,3
2024-01-16,3401,18.0,Male,23.5,5.56,6.06,1.0,32.0,127.0,150.0,11.621323424786931,7,10,9
2024-02-14,9271,56.0,Male,21.27,2.76,5.49,8.0,23.0,115.0,12.0,6.31481928177797,8,5,4
2024-06-30,1033,45.0,Female,21.93,5.0,7.06,10.0,50.0,46.0,25.0,6.010461497137254,8,4,10
2024-07-20,2942,54.0,Male,23.3,6.74,7.44,1.0,26.0,133.0,73.0,8.399831891070914,6,5,2
2024-11-12,3673,28.0,Female,22.97,8.25,9.28,7.0,36.0,198.0,147.0,7.760767667612129,2,5,6
2024-10-13,9662,36.0,Other,23.88,8.93,9.05,3.0,47.0,162.0,159.0,7.83373005946813,7,9,3
2024-12-15,8824,59.0,Other,20.08,1.21,5.12,1.0,13.0,188.0,103.0,9.495506845333624,4,2,5
2024-01-14,3682,36.0,Other,21.13,6.33,9.2,3.0,43.0,67.0,47.0,10.103755109672186,6,4,1
2024-10-28,6386,48.0,Other,23.88,7.18,7.3,5.0,20.0,109.0,93.0,8.832871209206777,8,7,8
2024-11-23,2910,51.0,Other,22.25,7.31,9.06,7.0,75.0,218.0,149.0,6.161991000493713,1,2,1
2024-10-08,9772,50.0,Female,20.12,3.21,7.1,1.0,64.0,66.0,173.0,8.465073265025719,8,8,3
2024-02-08,8899,21.0,Male,23.2,6.0,6.8,5.0,54.0,228.0,19.0,8.19947267394774,2,10,6
2024-12-10,4835,25.0,Other,22.73,6.5,7.77,6.0,83.0,268.0,19.0,8.028615170708733,7,3,5
2024-11-05,7661,31.0,Female,22.9,6.02,7.12,2.0,26.0,262.0,130.0,6.073921083122161,2,10,9
2024-11-11,1974,41.0,Other,22.22,4.8,6.58,6.0,77.0,80.0,17.0,4.504757449465726,1,8,7
2024-10-14,4195,26.0,Other,21.85,4.26,6.41,10.0,62.0,272.0,48.0,6.150250385292833,2,4,7
2024-04-07,4980,40.0,Male,21.88,4.8,6.91,4.0,22.0,104.0,162.0,6.55694500406457,1,1,3
2024-08-09,7998,32.0,Other,20.22,1.98,5.76,1.0,17.0,255.0,159.0,11.664982363836904,2,1,7
2024-11-07,1362,30.0,Female,23.02,7.75,8.73,6.0,27.0,70.0,168.0,7.5210215723706115,9,4,4
2024-12-09,9275,48.0,Other,21.2,4.05,6.85,7.0,68.0,171.0,140.0,8.99937975830765,2,8,9
2024-11-03,7851,38.0,Female,22.23,5.12,6.89,4.0,87.0,71.0,27.0,7.336441889861645,6,3,1
2024-07-19,4832,52.0,Male,22.28,5.15,6.87,6.0,48.0,51.0,78.0,6.756495263903003,8,6,9
2024-09-12,7088,26.0,Male,21.48,2.9,5.42,5.0,14.0,177.0,121.0,7.754586376347761,6,8,2
2024-04-24,7601,34.0,Other,21.65,3.82,6.17,3.0,50.0,46.0,35.0,4.107383320961021,9,9,2
2024-03-05,4299,25.0,Male,22.85,6.94,8.09,5.0,26.0,274.0,22.0,5.873555404934503,3,3,8
2024-02-20,8529,22.0,Male,23.17,6.89,7.72,8.0,84.0,48.0,165.0,9.447428293148022,7,2,7
2024-06-05,7268,54.0,Male,20.82,2.77,5.96,10.0,2.0,172.0,7.0,4.147651352344181,2,9,1
2024-09-07,9172,18.0,Male,20.12,4.92,8.8,3.0,5.0,82.0,145.0,7.352597465003527,9,7,10
2024-10-26,1106,53.0,Other,21.4,6.73,9.33,4.0,73.0,154.0,12.0,10.712393344634858,2,2,5
2024-10-06,6419,59.0,Female,23.13,3.69,4.56,8.0,29.0,277.0,80.0,9.452208239093205,7,1,1
2024-05-18,8493,37.0,Other,23.6,6.09,6.49,10.0,11.0,93.0,41.0,10.232751547054164,10,5,9
2024-06-03,2051,43.0,Other,23.8,8.45,8.65,1.0,57.0,182.0,80.0,9.9906197088319,9,1,9
2024-11-23,7980,23.0,Other,23.48,7.32,7.84,7.0,10.0,133.0,10.0,6.532770787301174,6,2,5
2024-04-08,2059,34.0,Female,21.1,5.29,8.19,8.0,66.0,285.0,65.0,9.707695586931996,9,2,3
2024-12-16,9702,30.0,Female,23.18,5.17,5.99,1.0,84.0,47.0,48.0,7.1149440830512045,8,8,2
2024-04-17,7176,40.0,Male,21.87,3.63,5.77,1.0,59.0,89.0,89.0,10.499649419351234,9,4,5
2024-05-25,3525,30.0,Female,21.3,2.63,5.33,9.0,49.0,13.0,133.0,10.24416460695685,7,6,10
2024-04-03,1296,47.0,Male,21.58,6.61,9.03,2.0,15.0,77.0,89.0,4.064254911004984,2,4,1
2024-02-24,6069,57.0,Male,23.4,4.26,4.86,6.0,25.0,295.0,37.0,5.253674366103353,7,8,3
2024-08-18,4232,50.0,Female,21.15,5.74,8.59,4.0,37.0,123.0,148.0,6.920202432310584,1,6,9
2024-09-27,6739,20.0,Other,22.57,3.96,5.39,4.0,25.0,114.0,,4.396997021948204,3,10,6
2024-08-20,5778,38.0,Other,22.78,3.94,5.15,5.0,84.0,187.0,171.0,11.145889177679576,5,7,9
2024-05-28,8155,51.0,Female,22.67,5.17,6.5,8.0,23.0,223.0,37.0,6.229709721129192,8,3,1
2024-11-26,4793,40.0,Female,22.28,3.67,5.38,9.0,46.0,19.0,108.0,4.579378502885478,4,8,4
2024-02-05,5993,45.0,Female,22.23,5.95,7.71,6.0,34.0,37.0,162.0,8.80820701990952,5,9,6
2024-08-08,5595,56.0,Female,23.07,5.05,5.98,9.0,77.0,266.0,156.0,11.263124803302665,8,8,7
2024-01-26,5899,56.0,Male,23.95,8.25,8.3,6.0,55.0,135.0,93.0,9.728747859919691,9,8,9
2024-01-25,6265,29.0,Other,22.73,7.64,8.9,10.0,73.0,101.0,168.0,5.34570881867368,5,5,9
2024-11-23,4238,57.0,Female,22.9,8.11,9.21,8.0,32.0,18.0,33.0,7.488332663303602,8,9,3
2024-11-02,6429,43.0,Male,21.45,4.44,6.99,4.0,18.0,6.0,156.0,7.317584946441025,5,1,8
2024-07-04,7825,29.0,Female,20.42,1.62,5.21,3.0,83.0,143.0,100.0,9.687437093983068,10,2,6
2024-10-05,2082,21.0,Other,21.93,5.09,7.16,9.0,87.0,232.0,54.0,9.116496784271686,8,7,9
2024-01-26,4646,26.0,Other,22.53,5.5,6.97,8.0,8.0,235.0,155.0,5.791249615307844,8,6,6
2024-07-14,6322,38.0,Female,21.57,4.98,7.41,5.0,29.0,212.0,37.0,9.987170849677945,6,8,2
2024-06-28,1796,,Male,20.67,1.62,4.95,9.0,36.0,165.0,139.0,8.899916056776668,4,1,4
2024-07-19,3432,20.0,Other,22.33,7.16,8.83,6.0,82.0,86.0,166.0,,7,2,1
2024-12-13,6267,57.0,Other,22.95,8.15,9.2,6.0,44.0,40.0,136.0,8.19853400291793,6,2,10
2024-05-21,4322,55.0,Female,23.58,8.61,9.03,8.0,45.0,235.0,47.0,6.297054697497146,1,7,8
2024-02-21,6164,54.0,Female,23.27,5.37,6.11,3.0,5.0,67.0,178.0,8.749500954696165,10,9,9
2024-01-13,3490,39.0,Female,23.58,4.54,4.96,4.0,71.0,192.0,76.0,6.601769530997074,2,6,7
2024-03-03,4090,44.0,Male,20.6,3.05,6.45,4.0,56.0,215.0,27.0,10.994372481777392,2,9,3
2024-07-14,9455,41.0,Other,22.95,4.97,6.02,6.0,85.0,63.0,11.0,8.197507296747819,5,5,2
2024-08-31,6467,58.0,Female,22.5,6.75,8.25,1.0,49.0,220.0,0.0,7.8015817556555955,10,6,2
2024-10-04,5648,29.0,Other,20.82,6.23,9.42,2.0,38.0,122.0,73.0,10.755410664960696,7,5,4
2024-07-06,5329,41.0,Female,20.42,5.08,8.66,10.0,9.0,16.0,1.0,9.696944450673085,9,7,10
2024-09-04,7261,26.0,Female,22.1,7.14,9.04,8.0,80.0,83.0,42.0,9.988517747629016,3,4,7
2024-10-22,6400,58.0,Other,20.63,1.85,5.22,1.0,80.0,97.0,61.0,5.808793549013537,2,8,6
2024-11-11,2897,19.0,Female,22.22,6.77,8.56,5.0,55.0,267.0,54.0,9.819178350767611,9,4,10
2024-02-05,2792,34.0,Other,21.78,4.13,6.34,3.0,33.0,226.0,176.0,4.751279718648241,2,7,9
2024-08-17,9369,42.0,Female,23.22,5.48,6.27,9.0,3.0,238.0,31.0,11.596817176269052,10,1,10
2024-07-07,4145,27.0,Other,23.55,4.88,5.33,8.0,64.0,126.0,32.0,9.072006139327904,9,5,2
2024-10-25,8000,30.0,Other,23.83,6.79,6.96,4.0,7.0,220.0,103.0,8.636887193826272,7,9,5
2024-09-05,5297,27.0,Male,23.0,7.26,8.26,10.0,52.0,237.0,18.0,6.71270090610144,1,8,5
2024-12-26,1191,36.0,Other,20.0,1.09,5.09,6.0,25.0,129.0,58.0,11.997085003403551,6,5,5
2024-10-13,9802,47.0,Female,22.23,6.77,8.53,4.0,76.0,299.0,169.0,7.950687525215387,2,3,9
2024-07-21,3517,59.0,Female,21.13,1.68,4.54,5.0,73.0,156.0,62.0,7.466005941566003,5,8,1
2024-09-01,9509,56.0,Female,20.8,4.52,7.72,5.0,69.0,159.0,10.0,11.53874806137086,7,7,2
2024-01-31,6643,33.0,Female,22.02,6.4,8.38,10.0,24.0,290.0,162.0,10.6656756552821,6,7,3
2024-08-10,2772,25.0,Female,21.05,1.83,4.78,4.0,19.0,121.0,136.0,9.579690137813817,6,9,4
2024-06-17,1058,58.0,Female,20.3,1.94,5.64,5.0,14.0,2.0,36.0,6.043426248368724,9,7,6
2024-07-31,1435,25.0,Female,23.0,7.5,8.5,1.0,68.0,221.0,147.0,,7,2,2
2024-10-29,6901,48.0,Female,20.67,5.45,8.79,8.0,4.0,191.0,156.0,8.454387074985373,1,6,4
2024-03-19,2301,51.0,Male,23.4,7.26,7.86,10.0,81.0,77.0,55.0,6.948965219986309,10,2,1
2024-05-14,8137,27.0,Male,20.03,2.78,6.75,3.0,69.0,131.0,17.0,4.646233710994749,4,6,4
2024-06-20,6682,36.0,Male,21.2,2.1,4.9,2.0,29.0,245.0,87.0,8.897672506057727,1,9,1
2024-11-25,2810,24.0,Male,22.38,6.22,7.84,10.0,86.0,179.0,115.0,7.958057916686434,4,5,9
2024-04-17,3407,54.0,Male,22.9,3.43,4.53,8.0,24.0,114.0,171.0,8.284918254994654,10,7,2
2024-05-21,6902,33.0,Female,21.48,3.61,6.12,4.0,48.0,34.0,22.0,7.3623220804340415,6,3,3
2024-04-09,6587,20.0,Other,23.52,8.86,9.35,2.0,84.0,219.0,105.0,7.845927299277781,10,5,9
2024-03-27,5784,19.0,Other,22.82,5.07,6.26,10.0,14.0,234.0,74.0,6.800570498199623,9,4,9
2024-11-26,9027,18.0,Other,20.15,2.69,6.54,2.0,65.0,17.0,76.0,8.189379199991881,4,2,10
2024-06-26,7141,55.0,Other,23.15,4.35,5.2,1.0,21.0,95.0,121.0,7.585029595721276,4,4,10
2024-11-21,2672,38.0,Male,21.48,5.43,7.95,8.0,3.0,286.0,154.0,8.570911757353258,9,5,6
2024-09-17,5722,44.0,Male,22.58,6.07,7.48,7.0,71.0,270.0,164.0,6.057417088195418,6,3,9
2024-04-01,3686,48.0,Other,22.15,5.86,7.71,3.0,61.0,145.0,152.0,4.736779422324185,10,6,2
2024-11-30,9678,27.0,Male,22.85,4.32,5.47,10.0,12.0,46.0,150.0,9.6222630173278,4,4,1
2024-09-08,9130,38.0,Male,21.05,2.3,5.25,9.0,69.0,134.0,146.0,7.9143212600301,1,7,3
2024-04-18,9875,29.0,Female,20.45,2.29,5.84,4.0,37.0,186.0,169.0,9.565121725751489,8,9,2
2024-10-21,2064,54.0,Male,21.23,2.58,5.34,1.0,17.0,172.0,95.0,9.23697196637644,2,10,10
2024-06-12,6600,40.0,Male,21.38,2.42,5.04,7.0,80.0,229.0,124.0,10.50484037688675,5,2,2
2024-06-01,9244,38.0,Other,21.02,4.18,7.16,5.0,67.0,82.0,13.0,10.360699685282077,2,4,3
2024-09-21,7854,47.0,Male,22.72,4.0,5.28,8.0,8.0,245.0,35.0,7.76187967687425,3,2,3
2024-01-23,7247,24.0,Male,23.22,5.38,6.16,3.0,14.0,109.0,7.0,4.088377161702221,3,4,4
2024-01-06,4190,48.0,Female,22.23,4.78,6.55,3.0,27.0,288.0,139.0,8.55609495475537,8,9,5
2024-12-21,9046,29.0,Other,20.98,1.66,4.67,5.0,5.0,72.0,75.0,7.583539337417315,6,1,6
2024-10-16,2354,20.0,Female,21.08,4.4,7.32,4.0,20.0,257.0,89.0,9.505395493778106,10,7,10
2024-11-21,6083,47.0,Female,20.9,4.75,7.85,2.0,43.0,21.0,30.0,10.834141541260244,5,4,2
2024-10-01,8983,49.0,Other,20.17,4.45,8.28,2.0,44.0,195.0,163.0,6.017561291423346,3,10,8
2024-04-11,9277,31.0,Other,20.33,1.16,4.82,10.0,14.0,64.0,87.0,5.684313174702743,10,10,10
2024-08-31,2532,48.0,Other,21.25,4.96,7.71,3.0,30.0,245.0,89.0,9.37042810474813,8,3,10
2024-03-26,3493,21.0,Male,23.0,4.44,5.44,4.0,74.0,260.0,177.0,6.414712961980124,2,4,5
2024-10-12,8680,39.0,Female,21.07,6.14,9.08,8.0,88.0,15.0,53.0,5.132390807902587,4,2,2
2024-07-10,1662,44.0,Male,20.78,4.62,7.84,8.0,2.0,272.0,49.0,4.815470443060868,7,6,8
2024-02-24,8933,25.0,Other,21.47,5.15,7.68,10.0,48.0,230.0,28.0,9.021861884498126,3,3,5
2024-09-23,9405,35.0,Other,21.03,4.04,7.01,9.0,27.0,210.0,37.0,7.794981119796952,5,6,6
2024-10-31,6834,58.0,Male,20.92,1.42,4.51,5.0,0.0,216.0,159.0,10.633561128127509,8,5,3
2024-01-08,5587,47.0,Other,23.9,5.44,5.54,5.0,53.0,29.0,38.0,5.199154362625265,10,7,7
2024-09-03,8066,52.0,Other,23.57,7.89,8.33,2.0,50.0,275.0,95.0,4.065889932735681,8,10,10
2024-12-03,5145,32.0,Female,22.35,7.37,9.02,2.0,42.0,150.0,63.0,6.452792612199004,9,1,7
2024-02-23,8681,21.0,Female,23.58,6.83,7.24,2.0,63.0,141.0,147.0,6.364792999879028,1,8,5
2024-03-27,1868,33.0,Female,22.65,7.34,8.69,3.0,51.0,52.0,90.0,11.576700375804442,2,1,2
2024-01-31,8996,54.0,Male,20.55,2.62,6.07,7.0,58.0,258.0,16.0,10.695394639274337,6,3,1
2024-04-21,8580,21.0,Male,20.27,3.28,7.01,10.0,7.0,17.0,94.0,9.944015348167584,10,10,8
2024-11-27,7037,33.0,Other,23.83,9.09,9.26,3.0,11.0,29.0,8.0,5.418490028181159,6,5,1
2024-10-31,6891,32.0,Other,22.12,2.71,4.59,7.0,78.0,102.0,110.0,6.560442840443826,10,7,10
2024-03-22,3691,39.0,Other,22.57,6.71,8.15,1.0,77.0,116.0,25.0,5.75184183913246,6,10,10
2024-10-19,3779,29.0,Male,21.75,6.66,8.91,4.0,81.0,43.0,1.0,6.507306918829361,10,2,6
2024-03-23,3612,18.0,Male,23.4,7.99,8.59,2.0,18.0,94.0,149.0,9.073030486934424,7,10,3
2024-12-08,5476,57.0,Male,22.92,5.54,6.62,9.0,69.0,142.0,36.0,9.036082577221196,7,9,7
2024-10-23,8123,27.0,Female,21.05,2.05,5.0,9.0,64.0,108.0,23.0,9.464641387793083,9,3,10
2024-09-24,4412,20.0,Other,20.15,1.93,5.78,4.0,5.0,284.0,118.0,8.756387060893257,4,4,5
2024-07-08,8803,37.0,Male,22.73,5.56,6.82,9.0,64.0,245.0,78.0,7.409851666118114,4,6,5
2024-03-04,6153,56.0,Other,20.38,5.04,8.66,7.0,88.0,247.0,66.0,7.145845583783021,2,10,7
2024-02-08,4684,57.0,Female,23.32,4.97,5.65,2.0,76.0,222.0,115.0,8.453749005865323,9,9,10
2024-04-04,1016,40.0,Male,22.15,3.71,5.56,10.0,66.0,219.0,168.0,7.464608820694341,10,4,8
2024-12-30,8120,24.0,Female,20.98,2.06,5.08,4.0,14.0,237.0,116.0,8.614086779487394,4,3,2
2024-11-03,4546,27.0,Female,20.32,3.23,6.91,5.0,28.0,150.0,177.0,10.390986489472198,10,9,3
2024-06-09,2425,31.0,Female,23.33,5.38,6.04,4.0,14.0,35.0,46.0,8.34827502699299,10,6,1
2024-09-06,2000,56.0,Other,22.9,6.39,7.49,6.0,28.0,243.0,109.0,9.021603308805918,7,7,4
2024-10-11,9612,53.0,Other,20.25,1.83,5.58,2.0,49.0,192.0,121.0,6.69339067402954,8,8,1
2024-07-27,3731,27.0,Female,23.73,4.86,5.13,3.0,3.0,107.0,166.0,8.752837106203401,8,7,10
2024-10-07,7947,24.0,Female,21.77,4.58,6.81,4.0,49.0,207.0,132.0,11.56040442715683,6,10,1
2024-04-12,7387,31.0,Other,20.23,1.85,5.61,5.0,83.0,71.0,95.0,10.788701256247023,9,9,3
2024-08-08,9490,46.0,Female,22.0,4.98,6.98,5.0,45.0,57.0,38.0,4.294222341864719,3,10,9
2024-02-21,9565,31.0,Other,23.95,5.7,5.75,7.0,38.0,68.0,162.0,8.080553511605665,4,4,8
2024-06-05,3197,25.0,Other,20.07,4.93,8.86,4.0,74.0,297.0,29.0,5.72057177172042,7,5,8
2024-07-19,1106,51.0,Other,20.58,5.03,8.44,5.0,85.0,286.0,2.0,4.701871418101591,3,6,10
2024-07-08,7229,41.0,Other,23.88,4.57,4.69,2.0,30.0,86.0,39.0,10.55304177248801,9,4,8
2024-04-04,9102,30.0,Female,22.28,5.21,6.93,4.0,27.0,15.0,17.0,6.252594286844242,7,8,6
2024-01-01,4773,29.0,Male,21.45,4.36,6.91,1.0,0.0,31.0,135.0,10.568989008941797,8,8,10
2024-04-20,5681,53.0,Male,23.82,8.39,8.57,10.0,82.0,237.0,172.0,4.591705498167648,2,4,5
2024-02-19,5318,34.0,Female,22.87,7.44,8.57,5.0,59.0,250.0,57.0,10.36112578009218,10,6,3
2024-02-21,6840,20.0,Male,21.8,6.72,8.92,1.0,56.0,144.0,177.0,7.328407241094155,6,7,1
2024-09-15,3087,42.0,Male,21.55,3.23,5.68,9.0,83.0,20.0,24.0,4.947174731421232,9,9,7
2024-07-08,4307,43.0,Male,20.25,2.18,5.93,8.0,25.0,19.0,136.0,4.35948361962181,3,4,7
2024-10-09,1861,38.0,Other,20.1,1.13,5.03,7.0,14.0,97.0,140.0,11.595963453913294,2,8,7
2024-04-06,1289,53.0,Other,20.45,4.4,7.95,9.0,76.0,96.0,120.0,4.607682295719335,2,5,5
2024-07-22,8673,45.0,Other,23.15,3.74,4.59,5.0,62.0,180.0,26.0,9.9610619879872,10,1,6
2024-01-11,5257,56.0,Other,20.33,3.21,6.88,5.0,18.0,259.0,76.0,8.987454347546887,9,8,3
2024-10-31,6952,55.0,Other,23.0,3.69,4.69,5.0,85.0,14.0,49.0,4.484502747301068,7,1,4
2024-12-29,5908,49.0,Male,20.53,3.03,6.5,1.0,79.0,145.0,53.0,10.712972824849318,6,2,9
2024-12-30,7506,25.0,Other,20.25,4.06,7.81,2.0,26.0,142.0,41.0,5.915909716561039,3,8,10
2024-09-10,4956,43.0,Female,23.37,5.35,5.98,9.0,19.0,91.0,107.0,9.332307642381512,8,1,4
2024-06-24,5415,47.0,Male,20.8,1.33,4.53,3.0,70.0,194.0,96.0,10.976237878742934,10,2,10
2024-07-14,8899,47.0,,21.38,6.36,8.98,6.0,62.0,28.0,18.0,5.283073070749371,8,4,3
2024-03-10,5474,40.0,Other,21.72,3.03,5.31,8.0,54.0,204.0,167.0,6.742949916219319,4,4,4
2024-06-14,7618,53.0,Other,22.33,6.86,8.53,10.0,70.0,237.0,21.0,4.337203335703474,10,2,10
2024-11-25,6798,47.0,Female,22.1,5.77,7.67,2.0,12.0,152.0,7.0,8.92745605669335,1,6,9
2024-06-24,5670,57.0,Other,23.23,7.8,8.57,9.0,62.0,127.0,111.0,8.255127661272798,10,4,2
2024-01-13,9727,57.0,Female,23.17,7.63,8.46,8.0,88.0,188.0,0.0,4.118641299453663,1,8,8
2024-12-12,8446,46.0,Female,20.48,4.57,8.08,3.0,48.0,57.0,171.0,10.604869380060752,1,1,1
2024-07-27,3995,58.0,Male,23.1,4.19,5.09,9.0,86.0,160.0,32.0,11.67003692971923,1,6,10
2024-10-16,6582,52.0,Male,22.13,4.32,6.18,3.0,67.0,3.0,6.0,4.972945254557195,8,10,5
2024-09-25,4708,59.0,Other,22.83,8.31,9.48,4.0,85.0,157.0,45.0,11.412456921134703,5,5,10
2024-09-30,2210,44.0,Male,23.18,4.9,5.71,6.0,86.0,180.0,24.0,5.414413331712515,10,1,8
2024-06-23,7023,41.0,Female,22.4,5.73,7.33,8.0,23.0,6.0,12.0,7.104394160467314,5,4,10
2024-02-11,4865,39.0,Other,20.87,5.12,8.26,4.0,39.0,186.0,13.0,8.393245526321913,5,6,2
2024-10-30,8772,33.0,Female,22.87,7.53,8.66,4.0,4.0,137.0,51.0,9.639762670457646,2,5,5
2024-06-03,6718,50.0,Other,23.33,6.1,6.77,8.0,48.0,52.0,73.0,5.968792980610528,2,2,9
2024-05-11,5274,28.0,Male,23.02,5.75,6.74,5.0,83.0,156.0,84.0,6.200322071525867,7,8,4
2024-10-09,8943,38.0,Male,23.37,5.25,5.88,5.0,72.0,6.0,3.0,4.272765582826162,2,6,7
2024-12-25,9709,56.0,Female,21.35,3.43,6.08,6.0,83.0,192.0,142.0,4.679758699457994,8,9,9
2024-08-26,2505,22.0,Other,22.2,7.5,9.3,6.0,61.0,206.0,153.0,10.780890993725194,9,1,9
2024-09-12,5268,19.0,Female,21.65,5.68,8.03,5.0,74.0,133.0,2.0,9.341391608066296,2,6,3
2024-04-23,7304,41.0,Male,23.23,4.82,5.58,6.0,47.0,26.0,11.0,10.808735057857156,7,2,7
2024-10-16,8711,56.0,Other,22.22,6.35,8.13,4.0,80.0,258.0,73.0,5.279526418935429,8,2,3
2024-12-24,9893,27.0,Male,21.9,4.42,6.52,1.0,25.0,165.0,21.0,11.618411076808854,5,3,2
2024-03-13,6234,35.0,Other,23.03,8.42,9.39,6.0,6.0,114.0,166.0,11.662554590506073,3,7,4
2024-03-28,2853,57.0,Male,20.65,1.31,4.66,1.0,6.0,272.0,118.0,6.773123455705543,8,2,3
2024-04-01,7098,50.0,Male,20.15,1.91,5.76,9.0,5.0,233.0,118.0,9.924151516942938,5,3,5
2024-01-25,1713,34.0,Female,22.52,5.05,6.53,2.0,0.0,141.0,135.0,7.449966329442216,2,4,1
2024-12-06,3857,18.0,Female,22.58,4.42,5.84,7.0,21.0,120.0,177.0,4.612958511437189,8,8,10
2024-10-28,5682,23.0,Male,21.53,6.9,9.37,8.0,81.0,98.0,61.0,8.634142636601595,3,5,8
2024-02-25,7723,27.0,Female,23.53,4.6,5.07,10.0,44.0,66.0,136.0,8.81094101592053,10,2,10
2024-05-28,6524,18.0,Other,20.4,1.04,4.64,1.0,71.0,16.0,72.0,6.013315480363766,1,8,5
2024-05-14,2798,56.0,Female,22.12,4.09,5.97,2.0,70.0,46.0,85.0,5.231794809325471,6,2,1
2024-05-10,2293,53.0,Male,23.25,3.76,4.51,4.0,88.0,293.0,177.0,6.920410220334444,8,8,9
2024-02-28,3636,43.0,Other,22.9,7.45,8.55,4.0,84.0,213.0,114.0,8.830778921450172,5,1,3
2024-10-01,3076,40.0,Male,22.85,3.65,4.8,5.0,70.0,184.0,133.0,11.530072513421182,1,4,8
